"About the data: Exported on Oct 01, 2024. Criteria: '""Universidad del Norte"" OR ""universidad del norte"" OR ""University of the North"" OR ""university of the north"" OR ""Uninorte"" OR ""uninorte""' in full data; Publication Year is 2020; Publication Type is Chapter; Open Access is Closed.  Note: For hyper-authorship publications with more than 100 authors the export does not include author names and affiliations. © 2024 Digital Science &amp; Research Solutions Inc. All rights reserved. Parts of this work may also be protected by copyright of content providers and other third parties, which together with all rights of Digital Science, user agrees not to violate. Redistribution / external use of this work (or parts thereof) is prohibited without prior written approval. Please contact info@dimensions.ai for further information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rank,Publication ID,DOI,PMID,PMCID,Title,Abstract,Acknowledgements,Funding,Source title,Anthology title,Book editors,MeSH terms,Publication date,PubYear,Publication date (online),Publication date (print),Volume,Issue,Pagination,Open Access,Publication Type,Authors,Authors (Raw Affiliation),Corresponding Authors,Authors Affiliations,Times cited,Recent citations,RCR,FCR,Source Linkout,Dimensions URL,Fields of Research (ANZSRC 2020),Sustainable Development Goals
151,pub.1132038239,10.1007/978-3-030-30018-0_551,,,Graffiti Archaeology,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,4660-4665,Closed,Chapter,"Ralph, Jordan","Ralph, Jordan (College of Humanities, Arts and Social Sciences, Flinders University, Adelaide, SA, Australia)","Ralph, Jordan (Flinders University)","Ralph, Jordan (Flinders University)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132038239,,
151,pub.1132037845,10.1007/978-3-030-30018-0_2123,,,Geometric Morphometrics and Environmental Archaeology,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,4565-4571,Closed,Chapter,"Krish Seetah, T.","Krish Seetah, T. (Department of Anthropology, Stanford University, Stanford, CA, USA)","Krish Seetah, T. (Stanford University)","Krish Seetah, T. (Stanford University)",1,1,,,,https://app.dimensions.ai/details/publication/pub.1132037845,,
151,pub.1132037201,10.1007/978-3-030-30018-0_2132,,,Garden Hunting,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,4433-4439,Closed,Chapter,"Stahl, Peter W.","Stahl, Peter W. (Department of Anthropology, University of Victoria, Victoria, BC, Canada)","Stahl, Peter W. (University of Victoria)","Stahl, Peter W. (University of Victoria)",4,4,,,,https://app.dimensions.ai/details/publication/pub.1132037201,,
151,pub.1132036553,10.1007/978-3-030-30018-0_1435,,,"Greek Colonialism, Archaeology of",,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,4725-4735,Closed,Chapter,"Lomas, Kathryn","Lomas, Kathryn (Department of Classics and Ancient History, University of Durham, Durham, UK)","Lomas, Kathryn (Durham University)","Lomas, Kathryn (Durham University)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132036553,,
151,pub.1132035914,10.1007/978-3-030-30018-0_2666,,,"Great Zimbabwe, 1100–1600 AD, Rise, Development, and Demise of",,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,4696-4709,Closed,Chapter,"Pikirayi, Innocent","Pikirayi, Innocent (Faculty of Humanities, Department of Anthropology and Archaeology, University of Pretoria, Pretoria, South Africa)","Pikirayi, Innocent (University of Pretoria)","Pikirayi, Innocent (University of Pretoria)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132035914,,
151,pub.1132035361,10.1007/978-3-030-30018-0_2209,,,Guinea Pig: Domestication,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,4800-4803,Closed,Chapter,"Rosenfeld, Silvana","Rosenfeld, Silvana (Department of Sociology and Anthropology, High Point University, North Carolina, High Point, NC, USA)","Rosenfeld, Silvana (High Point University)","Rosenfeld, Silvana (High Point University)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132035361,,
151,pub.1132034926,10.1007/978-3-030-30018-0_379,,,Global Heritage Fund (GHF),,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,4601-4603,Closed,Chapter,"Adams, Jeff","Adams, Jeff (University of Minnesota, Palo Alto, CA, USA)","Adams, Jeff (University of Minnesota)","Adams, Jeff (University of Minnesota)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132034926,,
151,pub.1132033826,10.1007/978-3-030-30018-0_81,,,Genetics of Animal Domestication: Recent Advances,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,4522-4526,Closed,Chapter,"Wiener, Pamela","Wiener, Pamela (The Roslin Institute, R(D)SVS, University of Edinburgh, Easter Bush, Midlothian, UK)","Wiener, Pamela (Roslin Institute)","Wiener, Pamela (Roslin Institute)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132033826,,
150,pub.1121224701,10.4018/978-1-7998-0319-5.ch014,,,Counselling Pupils for Social Justice,"Along the dynamic freedoms of democracies of the 21st century, counselling pupils for social justice is a radical democratic process of learning. This is within awareness of metacognitive application of critical thinking that transforms prior obtained frame of reference. It also ignites, without imposing, critical self-reflection as a deliberate cognitive activity on experiences that bring about perspective transformation. Ironically, that school counselling continues to be less regarded as a management role in schools is a misconstrued perspective that not only disadvantages the pupil but also alienates counsellors while also deflating effectiveness of teaching efforts. The teaching and learning process is a collaborative effort that can only succeed when existing school's networks are utilised in the most effective manner especially for a transformative and democratic education. This chapter explores avenues of school counselling along post-constructivist perspectives determining a democratic pupil as sought to be a change catalyst for good citizenship in the society.",,,"Advances in Educational Marketing, Administration, and Leadership",Addressing Multicultural Needs in School Guidance and Counseling,Simon George Taukeni,,2020,2020,,,,,292-338,Closed,Chapter,"Mafu, Noxolo","Mafu, Noxolo (Vaal University of Technology, South Africa)",,"Mafu, Noxolo (Vaal University of Technology)",0,0,,0.0,,https://app.dimensions.ai/details/publication/pub.1121224701,"39 Education; 3901 Curriculum and Pedagogy; 3902 Education Policy, Sociology and Philosophy; 3903 Education Systems; 44 Human Society","16 Peace, Justice and Strong Institutions"
150,pub.1127397871,10.1515/9783110680508-011,,,Apartheid,,,,,Trennung und Angst,,,2020-04-30,2020,2020-04-30,2020-05-04,,,284-330,Closed,Chapter,"Marx, Christoph","Marx, Christoph ()",,"Marx, Christoph ()",1,0,,,,https://app.dimensions.ai/details/publication/pub.1127397871,,
131,pub.1127400617,10.1515/9783110680508-018,,,Bibliographie,,,,,Trennung und Angst,,,2020-04-30,2020,2020-04-30,2020-05-04,,,530-606,Closed,Chapter,"Marx, Christoph","Marx, Christoph ()",,"Marx, Christoph ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1127400617,,
125,pub.1132375152,10.1163/9789004435315_002,,,Introduction,"George Bancroft (1800–1891) was an influential statesman, historian and educator. He was one of the first Americans to attend the University of Göttingen as a young man in order to master multiple academic disciplines and educational techniques that the young United States needed. At Göttingen, Bancroft became fascinated by German constitutional theory and history, their connection to politics and human geography, and the forerunners of German legal science. After his return to the United States, Bancroft translated into English books by Arnold Heeren, his former professor. Bancroft also set up a school and adopted German teaching methods at Round Hill in Northampton, Massachusetts, employed German scholars, and intensely engaged Göttingen academics and other Americans who looked to Germany for pedagogic and constitutional inspiration. A close reading of Bancroft’s translations and correspondence suggests that this was not a one-way exchange. Bancroft was instrumental not only in importing German texts and practices into the United States, but also formulated American notions of progress, abolitionism and state-systems that in turn shaped the so-called Göttingen School. Citizenship is and has for a long time been a core component of constitutional theory. The rebirth of citizenship in the quattrocento in Northern Italy from classical Greek and Roman sources of inspiration demonstrates its salience, as does the importance citizenship had in French Revolutionary thinking. In general, citizenship constitutes a reciprocal relationship between the citizen and the polity with a set of fundamental rights and obligations. These might include the right to vote for representative assemblies, the right to free movement within the territory of the state and the obligation to bear arms when required by law. However, the relationship between a state and the citizens of its overseas territories challenges the basic model of citizenship. Contrasting the approaches of the French Republic and the Kingdom of the Netherlands to the rights of citizens of overseas territories sheds light on the meaning and contours of citizenship in constitutional theory and law. Located at a crossroads between politics and law, constitutional preambles often represent the outcome of debates between different political forces over the founding principles of the Constitution. The discussions that took place during the drafting of the Preamble to the Ukrainian Constitution provide an insightful case study of this phenomenon. Influenced by its Soviet past and an unstable political environment, Ukraine has seen severe struggles among the political parties in order to reach an agreement over issues of particular sensitivity to the nation. By examining the case of Ukraine and its 1996 Constitution, this chapter also aims to contribute to the debate concerning the legal value of constitutional preambles. While stressing the theme of ‘good faith’ and surveying the decisions and opinions of courts and scholars in Hong Kong, this article delves into the issue of interpretation of the Basic Law of Hong Kong and explains why, in the face of a breach of the Joint Declaration on the Question of Hong Kong resulting from the exercise of illegal interpretative power by the Standing Committee of the National People’s Congress, it is about time for the Court of Final Appeal of Hong Kong to forcefully re-assert its power of constitutional control over the actions of the Standing Committee. This chapter examines the separation of powers and forms of government in North Africa and the Middle East following the ‘Arab Spring’ and shows that most Arab constitutions still guarantee (albeit to a lesser extent than in the past) an extremely high concentration of power in the hands of the Head of State, thus favouring the continuation in office of illiberal regimes. This weak separation of powers is due to different reasons, including the constitutional tradition, the top-down constitution-making processes and the external influences. The only notable exception (at least for the moment) is Tunisia, which is already at an advanced stage in the process of democratization. This chapter compares constitutional institutions that political thinkers in Revolutionary France, early nineteenth-century Spain, and Mexico devised with the aim of protecting constitutional order from abuses by one or more of the branches of government. The chapter focuses on two different types of historical institutions: those with moderating powers and those with conserving powers. Moderating institutions acted as buffers between legislative and executive authorities to prevent either from encroaching upon the prerogatives of the other. Conservative institutions undid unconstitutional actions and supervised constitutional order. The chapter shows that Mexicans were well-acquainted with the constitutional debates surrounding both types of institutions in France and Spain. It demonstrates that Mexican politicians not only endorsed these two types of institutions in their constitutional plans, but also reworked them to create an innovative institution of constitutional control in the 1836 Mexico Constitution: the Supreme Conservative Power. This chapter offers both a genealogy and a critique of the Portuguese system of judicial review of legislation, which blends elements of American-style diffuse control carried out by the ordinary courts and European-style concentrated control carried out by a specialized constitutional court. The genealogy suggests an unorthodox explanation of the peculiarly mixed character of the system. The critique identifies three principal flaws of the system and argues that it should be reformed. The judicial review of constitutional amendments in Colombia has evolved through the activism of constitutional judges rather than the texts of the Constitutions. In times of judicial crisis and reform to the judiciary it becomes more interesting because the constitutional judges have reviewed amendments regarding the judicial branch, as several of them have been declared unconstitutional during the last four decades. This chapter tells the trajectory of the review of constitutional amendments to the Judiciary, suggesting that one of the factors that could explain these rulings is the defence of the judicial branch by the constitutional judges. In this way, it tells the interdependency between politics and Law on the decisions that have limited the power of the Congress to reform the Judiciary, by the Supreme Court, between 1978 and 1991; as well as by the Constitutional Court as of the Constitution of 1991. Individual access to constitutional justice can take many forms. One of the most prominent examples is the individual constitutional complaint. In many constitutional courts, the constitutional complaint has become the key method for individuals to assert constitutional claims. In Germany, constitutional complaint is very well established and it extends to complaints against judicial judgments. This chapter examines individual access to constitutional justice in South Korea and Taiwan. Although the legal systems of both countries have been heavily influenced by German constitutional practices, constitutional complaint against judicial judgments is explicitly prohibited in Korea; in Taiwan such a possibility was only officially introduced in 2019 and awaits implementation in 2022. By comparatively tracing and analysing the constitutional conditions, and nature and evolution of the mechanism of individual constitutional complaint in South Korea and Taiwan, this chapter aims to shed light on variations and convergences in individual access to constitutional justice in East Asia.",,,,Comparative Constitutional History,"Francesco Biagi, Justin O. Frosini, Jason Mazzone",,2020-07-10,2020,,2020-07-10,,,1-6,Closed,Chapter,"Biagi, Francesco; Frosini, Justin O.; Mazzone, Jason","Biagi, Francesco (); Frosini, Justin O. (); Mazzone, Jason ()",,"Biagi, Francesco (); Frosini, Justin O. (); Mazzone, Jason ()",0,0,,0.0,,https://app.dimensions.ai/details/publication/pub.1132375152,"43 History, Heritage and Archaeology; 4303 Historical Studies; 47 Language, Communication and Culture","16 Peace, Justice and Strong Institutions; 4 Quality Education"
81,pub.1132040596,10.1007/978-3-030-30018-0_3036,,,Stone Structures in the Highlands of Uruguay,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,10269-10284,Closed,Chapter,"Sotelo, Moira","Sotelo, Moira (Laboratory of Landscape Archaeology and Heritage (LAPPU), Archaeology Department/School of Human and Educational Sciences – Associated Unit to the University Center of the Eastern Region (CURE), University of the Republic, Montevideo, Uruguay)","Sotelo, Moira (University of the Republic)","Sotelo, Moira (University of the Republic)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132040596,,
81,pub.1132040387,10.1007/978-3-030-30018-0_389,,,Stakeholders and Community Participation,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,10194-10199,Closed,Chapter,"Shackel, Paul A.","Shackel, Paul A. (Department of Anthropology, University of Maryland, College Park, MD, USA)","Shackel, Paul A. (University of Maryland, College Park)","Shackel, Paul A. (University of Maryland, College Park)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132040387,,
81,pub.1132040353,10.1007/978-3-030-30018-0_997,,,“Speculative Phase” of Archaeology,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,10180-10190,Closed,Chapter,"Challis, Debbie","Challis, Debbie (Petrie Museum of Egyptian Archaeology, University College London, London, UK)","Challis, Debbie (University College London)","Challis, Debbie (University College London)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132040353,,
81,pub.1132039443,10.1007/978-3-030-30018-0_1082,,,Space Archaeology,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,10100-10105,Closed,Chapter,"Gorman, Alice","Gorman, Alice (Department of Archaeology, Flinders University, Adelaide, SA, Australia)","Gorman, Alice (Flinders University)","Gorman, Alice (Flinders University)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132039443,,
81,pub.1132039092,10.1007/978-3-030-30018-0_1549,,,"Schliemann, Heinrich",,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,9515-9518,Closed,Chapter,"Kennell, Stefanie A. H.","Kennell, Stefanie A. H. (Vancouver, BC, Canada)","Kennell, Stefanie A. H. (Vancouver, BC, Canada)","Kennell, Stefanie A. H. (Vancouver, BC, Canada)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132039092,,
81,pub.1132038724,10.1007/978-3-030-30018-0_1537,,,Scandinavia: Field Methods,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,9499-9501,Closed,Chapter,"Larsson, Stefan","Larsson, Stefan (Swedish National Heritage Board, Lund, Sweden)","Larsson, Stefan (Swedish National Heritage Board)","Larsson, Stefan (Swedish National Heritage Board)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132038724,,
81,pub.1132038624,10.1007/978-3-030-30018-0_608,,,Shipyard Archaeology,,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,9696-9703,Closed,Chapter,"Harris, Lynn","Harris, Lynn (Program in Maritime Studies, East Carolina University, Greenville, NC, USA)","Harris, Lynn (East Carolina University)","Harris, Lynn (East Carolina University)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132038624,,
81,pub.1132038379,10.1007/978-3-030-30018-0_1765,,,Society for Industrial Archeology (SIA),,,,,Encyclopedia of Global Archaeology,Claire Smith,,2020-10-26,2020,2020-10-26,2020,,,9895-9896,Closed,Chapter,"Martin, Patrick","Martin, Patrick (Department of Social Sciences, Michigan Technological University, Houghton, MI, USA)","Martin, Patrick (Michigan Technological University)","Martin, Patrick (Michigan Technological University)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132038379,,
